,Gender,IsLocal,IsPartnerEmployee,IsFriendPromo,HasPhone,ContractType,IsVisitingGroup,MemberAge,AvgOverdueCosts,NumMonthsContractEnd,Tenure,OvrClassFreq,AvgClassFreqCurrentMonth,IsChurned,AgeGroup,TenureGroup
2133,Male,Yes,Yes,Yes,Yes,Annually,No,32.0,160.8226506598379,12,6,0.6618638278027431,0.6005272397726666,No,29-32,0-7
2134,Female,Yes,Yes,Yes,Yes,Annually,Yes,33.0,213.21370162175808,12,11,1.912690416496751,1.6929233194536824,No,33-37,8-15
2135,Male,No,No,No,Yes,Monthly,No,28.0,165.688580075584,1,3,2.166936373843324,1.6488681102042793,Yes,25-28,0-7
2136,Male,Yes,No,No,Yes,Semi-Annually,Yes,29.0,83.6579608158755,6,7,0.890786190468422,1.007506411583048,No,29-32,0-7
2137,Male,Yes,No,No,Yes,Monthly,Yes,29.0,98.0728031121458,1,1,1.1863641789077524,0.5391427822963605,Yes,29-32,0-7
2138,Male,Yes,Yes,No,Yes,Semi-Annually,Yes,27.0,262.7623568881395,2,5,1.711690312808836,1.7363388071066563,No,25-28,0-7
2139,Male,Yes,No,No,Yes,Annually,Yes,26.0,251.69534165157268,12,2,3.0320798911304867,3.01695127549859,No,25-28,0-7
2140,Male,Yes,No,Yes,Yes,Monthly,Yes,25.0,50.19541144228302,1,1,1.8114820869482573,0.9106553197926224,Yes,25-28,0-7
2141,Female,Yes,No,No,Yes,Monthly,No,30.0,320.4764546324312,1,5,1.7021857848817514,1.6570738758153565,No,29-32,0-7
2142,Male,Yes,Yes,Yes,Yes,Monthly,Yes,27.0,147.75864871399506,1,0,1.973240754387164,1.3864689647952604,Yes,25-28,0-7
2143,Male,Yes,Yes,No,Yes,Annually,No,30.0,332.77645030996075,12,1,0.9153574366827985,0.8532823848631869,No,29-32,0-7
2144,Male,Yes,Yes,No,Yes,Monthly,No,28.0,351.60657255163767,1,5,0.6653238713473502,0.7819915095661535,No,25-28,0-7
2145,Male,Yes,No,No,Yes,Monthly,Yes,27.0,203.1344079344667,1,5,2.587600329584273,2.641097503184392,No,25-28,0-7
2146,Male,Yes,No,Yes,Yes,Monthly,No,31.0,123.63491565645748,1,4,2.538651837425068,2.689607505909977,No,29-32,0-7
2147,Male,Yes,Yes,Yes,Yes,Monthly,No,28.0,47.12814625534495,1,1,1.718573381648401,1.4632068077604037,Yes,25-28,0-7
2148,Male,Yes,Yes,No,Yes,Annually,Yes,31.0,68.75684461024284,8,4,0.6615838477958784,0.5473950577661568,No,29-32,0-7
2149,Male,Yes,Yes,No,Yes,Semi-Annually,Yes,28.0,25.22721716371293,4,10,1.903706146838536,1.7256752290183766,No,25-28,8-15
2150,Male,No,Yes,No,Yes,Monthly,Yes,30.0,168.61869638019078,1,1,0.8229654375545029,1.2724834562311482,Yes,29-32,0-7
2151,Male,Yes,Yes,No,No,Semi-Annually,No,28.0,91.70317447452562,6,0,2.545585455155357,2.162581766912956,Yes,25-28,0-7
2152,Male,Yes,Yes,Yes,Yes,Annually,No,32.0,242.04098701994232,11,0,3.1425185876015176,3.05746517729486,No,29-32,0-7
2153,Female,Yes,Yes,No,Yes,Annually,No,32.0,265.5147660688039,12,8,2.9722694873698514,2.9815899375844066,No,29-32,8-15
2154,Male,Yes,No,No,Yes,Monthly,No,26.0,103.7244127518117,1,1,0.6840733621343973,0.0,Yes,25-28,0-7
2155,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,35.0,105.05721562274056,6,7,1.6680724599216847,1.6650727470438391,No,33-37,0-7
2156,Female,Yes,No,No,No,Monthly,No,27.0,10.78233283767714,1,0,2.0839846581792303,2.0781894848910434,No,25-28,0-7
2157,Female,Yes,No,No,Yes,Monthly,Yes,31.0,16.314205335654542,1,1,1.2881711586806182,1.0875966282689942,No,29-32,0-7
2158,Male,Yes,Yes,No,Yes,Semi-Annually,Yes,29.0,94.68663209511934,5,2,2.8162235713290382,2.705200011730342,No,29-32,0-7
2159,Male,No,Yes,No,Yes,Monthly,No,26.0,75.80322779393867,1,1,1.45738990381119,1.5402689381573382,Yes,25-28,0-7
2160,Female,Yes,No,No,No,Monthly,Yes,33.0,50.26914188288075,1,1,1.1289120529026722,0.9997327886228244,No,33-37,0-7
2161,Female,Yes,No,No,No,Monthly,No,31.0,107.43784539966823,1,1,4.0311922323814615,3.950288905240032,No,29-32,0-7
2162,Male,Yes,Yes,Yes,Yes,Monthly,No,30.0,116.43402516871735,1,8,4.261914503806166,4.40213272989334,No,29-32,8-15
2163,Female,Yes,No,No,Yes,Monthly,No,30.0,192.6911041431129,1,2,0.6930152179383011,0.8165011713692303,No,29-32,0-7
2164,Female,No,No,No,Yes,Semi-Annually,No,26.0,105.7916373034906,3,6,1.8915934961559016,2.013243810312465,No,25-28,0-7
2165,Male,Yes,Yes,No,Yes,Semi-Annually,No,32.0,256.5522985282072,6,4,1.0924840559289388,1.1052167823144228,No,29-32,0-7
2166,Male,Yes,Yes,No,Yes,Monthly,Yes,30.0,106.69223346670636,1,1,1.6568648866615563,1.7141556222219705,No,29-32,0-7
2167,Male,Yes,Yes,No,Yes,Monthly,No,28.0,96.3704202230693,1,2,0.0780588715610042,0.0,Yes,25-28,0-7
2168,Female,Yes,Yes,Yes,Yes,Monthly,No,24.0,92.96148987100658,1,0,1.7237312901323645,0.5146101188146686,Yes,21-24,0-7
2169,Female,Yes,No,No,No,Monthly,No,25.0,5.076974492930519,1,0,1.4988993668738249,1.4812449815765942,Yes,25-28,0-7
2170,Male,Yes,No,No,Yes,Monthly,No,30.0,69.47434640294854,1,2,0.4492687701214628,0.3735096266089256,No,29-32,0-7
2171,Female,Yes,No,No,Yes,Monthly,Yes,28.0,203.7103787173457,1,0,1.476274360410963,1.48300023316845,Yes,25-28,0-7
2172,Male,Yes,No,Yes,No,Annually,Yes,36.0,117.4459820275226,12,2,2.4398962994948548,2.3239583992673287,No,33-37,0-7
2173,Male,No,Yes,No,Yes,Monthly,No,29.0,31.69075005421304,1,3,2.7323762837124064,2.618269415594835,No,29-32,0-7
2174,Male,Yes,No,No,No,Monthly,Yes,32.0,76.83875499653651,1,0,1.750247887736792,1.3613347368668611,Yes,29-32,0-7
2175,Male,Yes,No,No,Yes,Monthly,Yes,35.0,177.9937141380842,1,1,2.0629546699892223,1.9828843694172549,No,33-37,0-7
2176,Female,Yes,No,No,Yes,Monthly,No,25.0,102.44735205826244,1,0,2.22580530965525,1.2689175007705018,Yes,25-28,0-7
2177,Male,Yes,Yes,Yes,Yes,Annually,No,25.0,9.054828242223692,9,3,1.0600144242876604,1.0048360357612391,No,25-28,0-7
2178,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,29.0,113.6285804383454,6,2,6.02366847599591,6.146782880452392,No,29-32,0-7
2179,Male,Yes,No,No,Yes,Monthly,No,25.0,126.82386105896065,1,0,1.133005985396777,0.4324778064382148,Yes,25-28,0-7
2180,Male,Yes,Yes,Yes,Yes,Monthly,Yes,29.0,342.0612264991587,1,8,2.6183628382512456,2.505065472365221,No,29-32,8-15
2181,Male,No,Yes,No,Yes,Semi-Annually,No,29.0,369.0595748295572,6,3,1.6810793257533827,1.6882940022820083,No,29-32,0-7
2182,Male,Yes,Yes,No,Yes,Semi-Annually,No,29.0,231.4883615146809,5,5,1.6449605421355131,1.7752734316978918,No,29-32,0-7
2183,Male,Yes,Yes,Yes,Yes,Semi-Annually,Yes,27.0,0.1482047884566242,6,0,0.2602008278592247,0.0,Yes,25-28,0-7
2184,Female,Yes,No,No,Yes,Monthly,Yes,30.0,82.487277219383,1,9,2.788254603076231,3.0049955493127034,No,29-32,8-15
2185,Female,Yes,No,No,Yes,Monthly,Yes,31.0,279.19318226962145,1,3,0.9403437660383548,0.8384499403967942,No,29-32,0-7
2186,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,29.0,161.44137270782485,6,0,0.6633718962055752,0.4465427243734493,No,29-32,0-7
2187,Male,Yes,Yes,No,Yes,Monthly,No,31.0,217.5776574811929,1,3,1.141421164245605,1.0829924094582828,No,29-32,0-7
2188,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,29.0,301.9074849970716,6,5,1.0250293339483851,1.1100483254963032,No,29-32,0-7
2189,Male,Yes,No,No,No,Annually,Yes,35.0,214.4502620575753,12,13,0.5693924956327407,0.5747016895513426,No,33-37,8-15
2190,Male,Yes,Yes,Yes,Yes,Monthly,No,28.0,61.93894213192839,1,4,0.7084832021293583,0.0605090453089752,Yes,25-28,0-7
2191,Male,Yes,No,No,Yes,Monthly,Yes,21.0,155.59750612067876,1,0,2.150481316524738,1.864234974678805,Yes,,0-7
2192,Female,Yes,Yes,No,Yes,Annually,Yes,33.0,147.134116653729,12,7,0.9316603978334628,0.8160073955555031,No,33-37,0-7
2193,Female,Yes,No,No,Yes,Semi-Annually,No,30.0,372.46011736602617,5,7,2.058566095066207,2.240843422795246,No,29-32,0-7
2194,Male,Yes,No,No,Yes,Annually,No,34.0,244.0637353105674,8,3,2.5582206309965843,2.4648632787454985,No,33-37,0-7
2195,Male,Yes,No,No,Yes,Monthly,Yes,34.0,302.7173195878199,1,5,0.8100370610583821,0.7624665910407968,No,33-37,0-7
2196,Female,No,No,No,Yes,Monthly,No,36.0,58.63401423119765,1,2,1.974636615637201,2.043980764994937,No,33-37,0-7
2197,Female,Yes,Yes,No,No,Monthly,No,23.0,20.958724942870475,1,5,0.4945080889695563,0.2215673652124829,Yes,21-24,0-7
2198,Female,No,No,No,Yes,Monthly,No,29.0,190.73462529858227,1,3,1.1868923864148029,1.185675839750598,No,29-32,0-7
2199,Female,Yes,Yes,Yes,Yes,Monthly,No,28.0,86.64991796017773,1,1,2.027720990607293,1.3969897313577382,Yes,25-28,0-7
2200,Female,Yes,Yes,No,No,Annually,Yes,29.0,138.9886525171069,12,1,1.7019689160391396,1.7039183289512432,Yes,29-32,0-7
2201,Male,Yes,No,No,No,Monthly,No,30.0,185.06434569265872,1,2,1.984152215070796,1.8785742163641352,No,29-32,0-7
2202,Female,Yes,No,No,Yes,Semi-Annually,No,30.0,440.6534898539696,6,3,1.1918344426504042,1.2029614332411065,No,29-32,0-7
2203,Male,Yes,Yes,Yes,No,Monthly,No,26.0,122.18072738411362,1,8,1.8421814398490288,2.0159054222167407,No,25-28,8-15
2204,Female,Yes,No,No,Yes,Semi-Annually,No,28.0,245.70844176962208,6,3,2.575718495572067,2.525402708108139,No,25-28,0-7
2205,Male,Yes,Yes,Yes,Yes,Semi-Annually,No,29.0,66.48828540170206,6,2,0.0,0.0,No,29-32,0-7
2206,Female,Yes,Yes,Yes,Yes,Annually,No,28.0,146.35732457091146,7,5,2.453571636927433,2.4020010964376457,No,25-28,0-7
2207,Male,No,No,No,Yes,Monthly,No,30.0,210.89903682435408,1,5,3.7203605116319967,3.6693221308590953,No,29-32,0-7
2208,Female,Yes,Yes,Yes,Yes,Annually,Yes,31.0,82.88604280586168,11,10,2.95326014904751,3.11779961888063,No,29-32,8-15
2209,Male,Yes,No,No,No,Monthly,No,30.0,32.34499359541026,1,0,1.4279582047570156,1.0228328383171874,Yes,29-32,0-7
2210,Female,Yes,Yes,Yes,Yes,Monthly,Yes,33.0,21.03115772969608,1,3,4.005793199207384,4.0471064114306845,No,33-37,0-7
2211,Female,Yes,No,No,Yes,Semi-Annually,No,27.0,264.7106939495053,6,5,1.8108787824175028,1.8940115162862785,No,25-28,0-7
2212,Male,No,Yes,No,Yes,Monthly,Yes,31.0,62.73571962833188,1,0,2.116186601150988,0.6167009772312961,Yes,29-32,0-7
2213,Female,Yes,Yes,No,Yes,Annually,No,29.0,69.7507555190577,11,2,1.0919182233365603,1.0510779540525514,No,29-32,0-7
2214,Male,Yes,No,No,Yes,Semi-Annually,Yes,27.0,167.55786118285133,6,1,4.082422664142303,4.156916164761683,No,25-28,0-7
2215,Male,Yes,No,No,Yes,Monthly,Yes,31.0,54.42850296110564,1,4,3.754112520144485,3.83482808616895,No,29-32,0-7
2216,Female,Yes,No,No,Yes,Monthly,No,30.0,177.75935275720082,1,2,1.994393125292218,1.5973286041353756,Yes,29-32,0-7
2217,Female,Yes,No,No,Yes,Monthly,Yes,24.0,31.941973792593245,1,3,1.6204183452344498,0.9304841412929992,Yes,21-24,0-7
2218,Female,Yes,No,No,No,Annually,Yes,33.0,145.54998538793023,12,7,2.2011414777175093,2.190851470021204,No,33-37,0-7
2219,Male,Yes,No,No,No,Semi-Annually,Yes,24.0,160.51620266408364,6,1,2.8722759350221656,2.998211161480333,No,21-24,0-7
2220,Female,No,No,No,Yes,Semi-Annually,No,27.0,374.08906569435584,5,1,1.475159283640191,0.5718451928595425,Yes,25-28,0-7
2221,Male,Yes,Yes,Yes,Yes,Annually,Yes,31.0,93.414233529603,10,3,0.7611205802072745,0.8013192304047614,No,29-32,0-7
2222,Male,Yes,Yes,Yes,Yes,Annually,No,29.0,59.041552313092296,12,3,2.4825983855827296,2.4522088953730146,No,29-32,0-7
2223,Female,Yes,No,No,Yes,Monthly,Yes,33.0,323.5337154770976,1,5,2.9198935160745734,2.906842289142616,No,33-37,0-7
2224,Male,Yes,Yes,No,Yes,Annually,Yes,30.0,7.994521114316613,12,15,1.4809925111976718,1.4180657000434622,No,29-32,8-15
2225,Female,Yes,No,No,Yes,Annually,Yes,33.0,54.60054529476375,11,1,0.2131859029902065,0.099014798682708,No,33-37,0-7
2226,Male,Yes,Yes,No,Yes,Semi-Annually,No,27.0,180.6767883563328,5,2,0.478517379707509,0.3352798872997794,No,25-28,0-7
2227,Female,Yes,Yes,Yes,Yes,Annually,No,34.0,347.400806934985,12,5,2.923285204834804,2.8517544814776383,No,33-37,0-7
2228,Male,Yes,No,No,Yes,Semi-Annually,Yes,30.0,121.52969134707294,6,4,3.1889360036605843,3.204417700761357,No,29-32,0-7
2229,Male,No,Yes,No,Yes,Semi-Annually,No,28.0,103.87728375523098,6,2,1.7044447835423664,1.6703064291373633,No,25-28,0-7
2230,Female,Yes,Yes,Yes,Yes,Annually,Yes,29.0,260.5074585068129,12,2,2.3481674580491805,2.3234546736896604,No,29-32,0-7
2231,Male,Yes,Yes,Yes,Yes,Annually,Yes,28.0,106.45740341679766,12,4,3.631744078981241,3.788843395482121,No,25-28,0-7
2232,Male,Yes,Yes,Yes,Yes,Annually,Yes,25.0,209.29430435946665,12,4,1.4451475193481005,1.5820033869381085,No,25-28,0-7
2233,Male,Yes,No,No,Yes,Monthly,No,31.0,211.728969646523,1,3,1.5852253258650293,1.5399951241261205,No,29-32,0-7
2234,Female,Yes,Yes,Yes,No,Semi-Annually,No,25.0,45.73740307258264,6,1,2.4875240719999137,2.3095878299948542,No,25-28,0-7
2235,Female,Yes,Yes,Yes,Yes,Monthly,No,31.0,105.80815181542928,1,1,1.7779085689264047,1.3318184722194542,Yes,29-32,0-7
2236,Male,Yes,No,No,Yes,Semi-Annually,Yes,34.0,121.35533494024828,6,6,2.8504764197310086,3.036212557515785,No,33-37,0-7
2237,Female,Yes,Yes,Yes,Yes,Annually,Yes,26.0,245.34198649233485,12,5,3.342234209792254,3.302304160294593,No,25-28,0-7
2238,Male,Yes,No,No,Yes,Annually,No,28.0,168.84318157011558,9,2,2.9824759358524666,2.8584777698249666,No,25-28,0-7
2239,Female,Yes,Yes,Yes,No,Annually,Yes,33.0,363.0661185294892,12,10,2.1747669820786784,2.08371538578488,No,33-37,8-15
2240,Female,Yes,No,No,No,Monthly,No,25.0,123.66191598221953,1,5,1.912127923698311,2.028011326138176,No,25-28,0-7
2241,Male,No,No,No,Yes,Monthly,No,27.0,129.6907383642004,1,1,2.4219288629145708,1.8962307500012323,Yes,25-28,0-7
2242,Female,Yes,Yes,Yes,Yes,Semi-Annually,No,29.0,239.7453019170008,5,6,0.6450785523511959,0.5299716493452348,No,29-32,0-7
2243,Male,Yes,No,Yes,Yes,Monthly,No,31.0,221.9995044432532,1,4,1.7986043352653247,1.9073774704022235,No,29-32,0-7
2244,Male,No,Yes,Yes,Yes,Semi-Annually,No,35.0,284.7735524528685,6,10,3.7510050622575535,3.65941384354394,No,33-37,8-15
2245,Female,No,No,No,Yes,Monthly,No,25.0,134.76675368812678,1,1,1.3813696006334133,1.302034707711144,Yes,25-28,0-7
2246,Female,No,No,No,Yes,Monthly,No,25.0,126.94365736941688,1,1,1.4403424954966426,0.8073168613164665,Yes,25-28,0-7
2247,Female,No,No,No,Yes,Monthly,Yes,29.0,106.84640816465652,1,2,1.949131647851547,2.066672629757321,No,29-32,0-7
2248,Female,Yes,No,No,Yes,Semi-Annually,No,33.0,374.407447340241,4,5,5.4218977080804205,5.4582946563023285,No,33-37,0-7
2249,Male,Yes,No,Yes,Yes,Monthly,No,28.0,81.32659285972805,1,5,2.626057464365389,2.646600086354012,No,25-28,0-7
2250,Female,Yes,Yes,Yes,Yes,Annually,Yes,28.0,142.68216428149182,12,6,1.016788513605989,0.9284467027790844,No,25-28,0-7
2251,Male,No,Yes,No,Yes,Annually,Yes,30.0,67.95028384439402,11,4,2.752367570418788,2.7779435496724143,No,29-32,0-7
2252,Male,Yes,No,No,Yes,Semi-Annually,Yes,32.0,119.26316211418158,6,1,1.2811281544803288,1.5353464132516352,No,29-32,0-7
2253,Female,Yes,Yes,Yes,No,Annually,Yes,30.0,364.45684641979767,11,5,3.5768395467561365,3.613823188068766,No,29-32,0-7
2254,Female,Yes,No,No,Yes,Monthly,Yes,30.0,147.60307940060216,1,4,2.0603537248403407,1.9320192438890629,No,29-32,0-7
2255,Male,Yes,No,Yes,Yes,Semi-Annually,Yes,30.0,119.87912014377684,6,2,1.0721259534172431,1.1171436187531387,No,29-32,0-7
2256,Female,Yes,No,No,Yes,Semi-Annually,Yes,28.0,142.90547871376933,6,18,0.5551935795543501,0.8964207455027551,No,25-28,16-23
2257,Male,Yes,Yes,Yes,Yes,Annually,No,30.0,66.93638444791411,7,7,0.6673556282216262,0.6626425976773948,No,29-32,0-7
2258,Female,Yes,Yes,Yes,Yes,Annually,Yes,31.0,132.18815741737754,12,9,3.007830165045843,3.1062156205664104,No,29-32,8-15
2259,Female,Yes,No,No,Yes,Semi-Annually,Yes,32.0,277.4613229794776,6,6,1.523175501634136,1.6401265833515084,No,29-32,0-7
2260,Female,No,Yes,No,Yes,Monthly,No,23.0,324.45277540025984,1,3,3.432550435280139,3.3591596374806945,No,21-24,0-7
2261,Male,Yes,Yes,Yes,Yes,Annually,Yes,32.0,265.40728973692063,12,5,1.469406130704777,1.5375547013929955,No,29-32,0-7
2262,Female,Yes,Yes,Yes,Yes,Monthly,Yes,25.0,304.4531774658175,1,8,2.565371054210268,2.5914232356235294,No,25-28,8-15
2263,Female,Yes,No,No,Yes,Monthly,No,29.0,136.8843512289118,1,3,1.0353993212652517,0.3283673048066917,Yes,29-32,0-7
2264,Female,Yes,Yes,No,Yes,Monthly,No,29.0,58.35847889588528,1,0,0.0,0.0,Yes,29-32,0-7
2265,Male,Yes,Yes,No,Yes,Monthly,No,29.0,273.76351945985,1,13,2.487606777051348,2.6222170126878988,No,29-32,8-15
2266,Male,Yes,Yes,No,Yes,Annually,Yes,32.0,280.2610651567815,11,4,1.8300562333560664,1.7613581184942633,No,29-32,0-7
2267,Male,Yes,Yes,No,Yes,Annually,No,25.0,449.0337204131831,12,7,0.0147099999751787,0.0379948301323616,No,25-28,0-7
2268,Male,No,No,No,Yes,Monthly,No,24.0,204.4445266602356,1,1,0.4962393509387981,0.0,Yes,21-24,0-7
2269,Female,Yes,Yes,Yes,Yes,Annually,No,32.0,22.94699672855137,12,1,2.024992266592596,2.0601206997511223,No,29-32,0-7
2270,Male,Yes,No,No,Yes,Semi-Annually,No,33.0,20.979360045511484,6,18,1.8210890825230617,1.8549366854021576,No,33-37,16-23
2271,Male,Yes,Yes,Yes,Yes,Monthly,Yes,26.0,156.9330595507916,1,4,1.0199277868244792,0.9124065584154208,No,25-28,0-7
2272,Male,Yes,Yes,No,Yes,Annually,No,25.0,92.04709091794916,12,2,0.264835190348238,0.3628632588014079,No,25-28,0-7
2273,Female,No,Yes,Yes,Yes,Semi-Annually,No,29.0,219.76091800688545,6,1,1.85813138731892,1.953873440084708,No,29-32,0-7
2274,Female,Yes,Yes,Yes,Yes,Semi-Annually,Yes,26.0,203.5493329578112,6,6,4.77789677663503,4.714157780992903,No,25-28,0-7
2275,Male,Yes,No,No,Yes,Monthly,Yes,32.0,5.406180569254531,1,0,0.88035005470123,0.0,Yes,29-32,0-7
2276,Female,Yes,Yes,No,Yes,Annually,No,29.0,424.3530558598373,12,8,3.6533273634898,3.539171260808088,No,29-32,8-15
2277,Female,Yes,Yes,No,Yes,Annually,No,29.0,141.80584523448138,12,3,3.233590545308424,3.282858742163371,No,29-32,0-7
2278,Female,No,No,No,No,Monthly,No,31.0,278.50699454322734,1,4,1.6001440563811191,1.5540083211679998,No,29-32,0-7
2279,Male,Yes,No,No,Yes,Monthly,Yes,32.0,240.52713036453343,1,2,2.231345010183689,2.267857736643984,No,29-32,0-7
2280,Male,Yes,No,No,Yes,Monthly,No,29.0,153.50816808676635,1,2,2.6722109841789305,2.5924396937378487,No,29-32,0-7
2281,Male,Yes,Yes,No,Yes,Monthly,No,31.0,204.588644463828,1,2,1.565315070564777,1.5049967152972832,No,29-32,0-7
2282,Female,Yes,No,No,Yes,Monthly,Yes,30.0,42.25437246148199,1,2,1.639539273579957,1.7692226648456817,No,29-32,0-7
2283,Male,Yes,No,No,Yes,Annually,Yes,37.0,242.3556849433538,11,2,1.5204261296401522,1.4110459508203117,No,33-37,0-7
2284,Female,Yes,Yes,No,Yes,Annually,No,32.0,432.0703548070003,11,4,0.7845706889463031,0.7584080205112212,No,29-32,0-7
2285,Male,Yes,No,No,Yes,Monthly,No,24.0,99.41448252766834,1,2,1.3403120982709489,0.5707506088427259,Yes,21-24,0-7
2286,Male,Yes,No,No,Yes,Semi-Annually,No,31.0,35.0451923272218,5,3,2.8235354481665182,2.796609274968707,No,29-32,0-7
2287,Male,Yes,No,No,Yes,Monthly,Yes,30.0,150.22203685612638,1,2,1.1886369604758575,1.2196893237399349,No,29-32,0-7
2288,Female,Yes,No,No,Yes,Semi-Annually,Yes,30.0,41.64680053446854,5,2,1.9366673782395896,0.5581106102649069,Yes,29-32,0-7
2289,Male,Yes,Yes,Yes,Yes,Monthly,No,24.0,167.06597610290362,1,1,0.7299946371075423,0.6513531910667038,Yes,21-24,0-7
2290,Male,Yes,Yes,No,Yes,Semi-Annually,No,29.0,357.73880278242723,6,3,2.7871263461710005,2.809694687875516,No,29-32,0-7
2291,Male,Yes,Yes,Yes,No,Annually,Yes,33.0,172.11034804210288,11,2,2.018338433076561,2.12049680356916,No,33-37,0-7
2292,Female,Yes,No,No,Yes,Annually,Yes,35.0,137.05158052055813,12,1,2.6499247270730244,2.4019705500746404,No,33-37,0-7
2293,Male,Yes,No,No,No,Semi-Annually,Yes,37.0,172.2209599892664,6,3,2.0835602624735827,2.3006035122722377,No,33-37,0-7
2294,Female,No,No,No,Yes,Monthly,No,33.0,204.3207074444132,1,1,1.76887581994461,1.1889811146745726,Yes,33-37,0-7
2295,Male,Yes,No,Yes,Yes,Annually,No,30.0,346.43272524838585,12,5,0.7493287093903747,0.7563593118118961,No,29-32,0-7
2296,Female,Yes,No,No,Yes,Monthly,Yes,29.0,98.34150224252453,1,1,2.8510584599227538,2.8437326779424765,No,29-32,0-7
2297,Female,Yes,Yes,No,Yes,Monthly,No,28.0,149.2184533415032,1,3,1.6280114619214,1.7495253972780365,No,25-28,0-7
2298,Female,Yes,No,No,Yes,Monthly,Yes,25.0,281.29663755530675,1,6,1.9005682404881536,1.9772074175601608,No,25-28,0-7
2299,Male,Yes,No,No,Yes,Semi-Annually,Yes,27.0,152.59682254537788,6,4,1.028343687143304,0.968246226106625,No,25-28,0-7
2300,Male,Yes,Yes,Yes,Yes,Monthly,Yes,26.0,50.394566055059386,1,4,1.178913654589364,1.0813418390616734,No,25-28,0-7
2301,Female,No,No,No,Yes,Monthly,Yes,27.0,314.9495089872364,1,7,2.0927248885707623,2.1692770112666584,No,25-28,0-7
2302,Male,Yes,No,No,Yes,Monthly,Yes,27.0,133.4049762315199,1,1,2.7240688133329467,2.786146312528704,No,25-28,0-7
2303,Male,No,No,No,Yes,Monthly,No,30.0,257.4325776977206,1,1,2.1537655417121018,1.5136330852235196,Yes,29-32,0-7
2304,Male,No,Yes,No,Yes,Annually,No,31.0,55.09299271380669,9,2,3.4040923278106474,3.4947763027132823,No,29-32,0-7
2305,Female,Yes,No,Yes,Yes,Semi-Annually,Yes,28.0,119.20182414353596,6,1,1.7394254353915377,1.6337403177777752,No,25-28,0-7
2306,Male,No,Yes,No,Yes,Annually,No,28.0,57.23835630942688,12,4,2.392317473010648,2.4636181043579763,No,25-28,0-7
2307,Female,Yes,Yes,Yes,Yes,Annually,Yes,27.0,93.69977464125384,12,3,1.0363534152275804,0.9516060258683854,No,25-28,0-7
2308,Male,Yes,No,No,Yes,Monthly,No,21.0,124.82185421919164,1,1,1.6817786874712697,1.1958850538250454,Yes,,0-7
2309,Male,Yes,No,No,Yes,Semi-Annually,Yes,31.0,64.86068682974536,6,4,1.6558197786193414,1.6724775622154548,No,29-32,0-7
2310,Male,No,No,No,Yes,Monthly,No,26.0,55.95896229874315,1,5,1.6274488384787162,1.7524003690326826,No,25-28,0-7
2311,Female,Yes,No,No,Yes,Monthly,No,29.0,20.07629923959284,1,0,1.632646555901161,1.9886898484691995,Yes,29-32,0-7
2312,Female,Yes,No,No,Yes,Monthly,Yes,27.0,119.59960378658218,1,2,1.1313923669529595,1.1122760273159886,No,25-28,0-7
2313,Female,Yes,No,No,Yes,Annually,Yes,30.0,466.0276398041492,10,1,3.5197164705847745,3.5489163042164584,No,29-32,0-7
2314,Female,Yes,No,No,Yes,Monthly,No,21.0,58.360607217218686,1,1,2.098279527989651,2.355221406724572,Yes,,0-7
2315,Male,Yes,Yes,Yes,No,Semi-Annually,Yes,30.0,101.52248116844336,3,3,1.7801676311169046,1.5532697607224,No,29-32,0-7
2316,Male,Yes,No,No,Yes,Monthly,No,31.0,132.06838275326817,1,8,2.8407955978874524,2.6832492580862004,No,29-32,8-15
2317,Female,No,Yes,No,No,Monthly,No,23.0,12.120455362055182,1,0,0.6734753705128015,0.6095998486054017,Yes,21-24,0-7
2318,Female,Yes,No,No,Yes,Monthly,Yes,28.0,106.87614357369942,1,1,0.5224080775499583,0.0,Yes,25-28,0-7
2319,Male,No,Yes,No,No,Annually,No,31.0,323.4359895962682,10,1,1.9639220151036472,2.0929510999238228,No,29-32,0-7
2320,Male,Yes,No,No,Yes,Semi-Annually,Yes,34.0,1.1849406914541731,6,5,3.4210987394676966,3.3654698428407537,No,33-37,0-7
2321,Male,Yes,No,Yes,No,Annually,Yes,31.0,8.643677292019579,12,2,2.357873102659552,2.4476355201367426,No,29-32,0-7
2322,Male,Yes,No,No,Yes,Monthly,No,30.0,117.65141473156852,1,7,3.815563957005084,3.8539707315709695,No,29-32,0-7
2323,Female,No,Yes,No,Yes,Monthly,No,27.0,213.32877288331744,1,1,2.6299383678940003,2.5537110041009816,No,25-28,0-7
2324,Female,Yes,No,No,Yes,Monthly,Yes,28.0,144.16861114694694,1,1,1.8861275568575728,1.0627131073916891,Yes,25-28,0-7
2325,Male,Yes,Yes,Yes,No,Semi-Annually,Yes,28.0,93.19541516821371,6,1,1.3676934674486831,0.1107117426095272,Yes,25-28,0-7
2326,Male,No,No,No,Yes,Monthly,No,28.0,36.82672507130644,1,1,1.161804644932482,0.8460935693141598,Yes,25-28,0-7
2327,Male,Yes,No,No,Yes,Monthly,Yes,28.0,0.7965952030563983,1,5,1.2469497503662392,1.2454049715888376,No,25-28,0-7
